,tweet
9941,"Thanks for the feedback, Paul. We‰Ûªre going to forward it off to our planning and schedules team for consideration."
9942,Red Line experiencing delays of up to 15 minutes due to medical emergency on board a train at North Quincy.
9943,"Hi Mary - thanks for letting us know, we‰Ûªve dispatched a cleaning crew."
9944,Thank you. We‰Ûªll inform the GL and get in touch with that operator.
9945,"Hi there, we're going to send this off to supervisors. Would you mind sending us a direct message with you contact information in the event a supervisor needs more information or wants to reach out."
9946,"Over 4 weekends in Nov and Decr, RL service will shut down between Kendall and Broadway. Track, power and station maintenance will take place at stations like Park Street. This project also includes sign upgrades, like the map in your photo. Learn more: https://www.mbta.com/projects/building-a-better-t?from=global-search&amp;query=building%20a%20better%20t&amp;facets="
9947,"Hi Brendan - if you already have a CharlieCard, you can add a monthly pass to it through this link https://charliecard.mbta.com/CharlieCardWebProgram/pages/reloadCharlieCardIV.jsf"
9948,"The 225 and 226 are not included in this round of the Better Bus Project roll out. Additional changes will be announced prior to the winter schedule change, and so on. When updates become available, we'll post them here and https://www.mbta.com/projects/better-bus-project"
9949,5 mins
9950,Route 28 is on detour due to Carnival. https://www.mbta.com/schedules/28/line?facets=&amp;from=global-search&amp;query=28
9951,We're sending someone to help you now.
9952,The lights are reported to be back on now. Sorry for the mishap.
9953,Not too sure. We're finding out now.
9954,"The only shuttle bus that operates at Broadway is the one that services Andrew because of the out of service elevators. Are you on the Route 9 now that said that? If so, can you tell us the bus number?"
9955,Thank you - we sent it off to our maintenance team.
9956,Hi there - sorry about this. We've sent it off to bus dispatchers to look into.
9957,"Hi Mark - Countdown clocks in subway stations (RL, OL, BL) generate predictions from circuits they occupy on tracks. Green Line trains use GPS devices built into the vehicle. Many of those GPS devices are undergoing replacement, which will result in a higher prediction accuracy."
9958,Police were dispatched for an on board emergency.
9959,"Hi, Karyn. Apologies from us - we didn't see this post until just now. We're going to send it off to our maintenance team to address. Do you recall the location of this? We want to include that in our message to them."
9960,"Shuttles replace trains at all times on Saturday and Sunday between Reservoir and Riverside. Find shuttle buses at Riverside tomorrow morning for GL service. If you need assistance, please see an MBTA employee."
9961,"Thank you. We got word that the bus was experiencing ""air pressure"" issues. However, the pressure has built for service to resumed. Sorry about this."
9962,"Hello - thanks for the tweet, we just called bus dispatchers. Can you tell us what the number of the bus is? It's behind you near the ceiling."
9963,"Before giving an ""all clear"" when 3rd rail power is de-energized, an MBTA employee uses a testing device on it to ensure it's off. Once the double check clears, evacuation along the track area is deemed safe."
9964,Regularly scheduled service has resumed.
9965,Northbound Orange Line trains from Back Bay delayed due to a late departure caused by a switch problem. Oak Grove-bound trains may experience up to a 20 minute gap in service.
9966,"As a general rule of thumb, one should always expect the 3rd rail is live. In this case, power was cut prior to evacuation."
9967,"Hi Brittany - thank you for the photo, more importantly we apologize for the conditions of the track area. We've notified our cleaning team to get this taken care of."
9968,"Hi, Seivi - sorry about this. Are you still at the station? What entrance did this occur at - W. Squantum or from the parking lot near Hancock St?"
9969,"As our bus network evolves, teams are eager to solicit feedback from riders. Use this link to share your thoughts and ideas https://mbta.qualtrics.com/jfe/form/SV_9mcIQGPhf218h37"
9970,It was.
9971,"The above affects Routes 8, 10 & 16 and was modified based upon rider feedback. If you would like to provide feedback to our Better Bus Team - charged with improving bus service and its network, please use the link here https://mbta.qualtrics.com/jfe/form/SV_9mcIQGPhf218h37 Have a great day, Dan! (2/2)"
9972,"Hi Dan, the new stop is South Bay Mall @Allstate Rd, across the parking lot from Stop and Shop at Starbucks (behind Olive Garden). The move is intended to speed up service though the mall and increase safety from no longer needed to take sharp, tight turns in parking lot. (1/2)"
9973,Hi there - at what sop and direction are you heading? We'll look up when the next bus should arrive.
9974,Work between Wellington and Oak Grove takes place on Weekday evenings from 8:15 to start of service the next day. This diversion is in addition to the above as well as many other projects as we invest into the system.
9975,The first round of #BetterBusProject changes take effect starting September 1. See what routes will be affected and how at http://mbta.com/BetterBus-Sept1
9976,This weekend (starting Friday at 8:30 PM) shuttle buses replace Green Line B branch service between Washington and Blandford. Allow for extra travel time. More: http://mbta.com/GLintersections
9977,This weekend (starting Friday at 8:30 PM) shuttle buses replace Green Line D branch service between Reservoir and Riverside. Allow for extra travel time. More: http://mbta.com/GLDwork
9978,This weekend shuttle buses replace Orange Line service between Back Bay and Ruggles. Allow for extra travel time. More: http://mbta.com/OLwork
9979,Yes
9980,We checked the Passenger Emergency Intercom (PEI) on that car. It is fully functional.
9981,Correction: @MedfordMAFire
9982,Bus shuttles being phased out.
9983,"As of 6:53 PM Orange Line service has fully resumed across the entire line. Thank you to @MaldenPolice, @MaldenFire, @MedfordPolice and @MedfordFire for their assistance and for keeping our riders and employees safe."
9984,"Hi, Nella. That's not right and we're going to inform supervisors about this. Any chance you have a description of this MBTA employee? We want to forward it to supervisors."
9985,The affected train has been transported to Wellington Yard where it will undergo an inspection. Damage to the 3rd rail was found and repairs are being made at this time. We hope to resume service soon.
9986,Thanks. We've just informed OL supervisors - they're on the phone with a Community College station leader now.
9987,Do you know where this Official was standing on the platform? Or can you describe them? We want to inform supervisors about this.
9988,This diversion ongoing. Updates to Orange Line service will be added to this thread.
9989,"Thank you, Russel and more importantly, sorry about this. We'll inform the RL"
9990,UPDATE: OL train service extended to Wellington. Bus shuttles replacing service between Oak Grove and Wellington because of an earlier track fire. Expect delays of 20+ minutes. Please see an MBTA employee for assistance.
9991,"We removed that tweet because it said service along the entire Orange Line was suspended. As of now, shuttles replace service between Oak Grove and Community College."
9992,We removed the tweet to prevent confusion. Service along the entire Orange Line is no longer suspended - bus shuttles replace service between Oak Grove and Community College now.
9993,NOW: Bus shuttles replace OL service between Oak Grove and Community College because of an earlier track fire. Expect delays of 20+ minutes. Please see an MBTA employee for assistance.
9994,OL service replaced by bus shuttles between Oak Grove and Community College because of an earlier track fire.
9995,A fire has been confirmed in the track area. Passengers evacuated from the train to wellington. 3rd rail power was deactivated.
9996,Orange Line service experiencing 20+ minute delays as we investigate a report of smoke on board a train between Wellington and Malden Center. Trains standing at stations.
9997,"Trial Run: On August 27, 28, & 29, Silver Line buses will use the ramp from @massport Haul Rd to I-90 East to Chelsea &amp; @LoganAirport. During afternoon rush hour, we'll monitor to see if 60-foot buses can operate &amp; merge safely while reducing travel times. https://bit.ly/2NoKdex"
9998,Thank you. You would need to have a CharlieTicket that indicated it was a 1A pass to allow you to use it on Commuter Rail.
9999,"Good Afternoon. Transit Police requested a train be held for an investigation. There were no safety concerns for passengers on the train or in the station but it did cause a delay, That was why the alert was posted."
10000,#MBTA #OrangeLine Update: Regularly scheduled service has resumed.
10001,#MBTA #OrangeLine: Delays of up to 10 minutes in both directions due to police action.
10002,Hello Damian. Red Line Supervisors will have an official check the elevator.
10003,Good Morning. Red Line Supervisors have been notified and will have the exit checked.
10004,"We don't have any additional work scheduled for Comm Ave at this time, but there may be other weekend diversions later in the year."
10005,Good Morning and thanks for reaching out. The data for the Countdown Clocks comes from the signal system. Until the system is restored near JFK we will be unable to provide predictions.
10006,Good Morning Janelle. The work is from 8:30 PM tonight through the end of service on Sunday. Regular B branch service will resume Monday morning
10007,Good Morning Amy. Do you have your pass on a CharlieCard or a CharlieTicket?
10008,Sorry for the typo. We meant the 8:35 is not tracking.
10009,"Good Morning Victor. The 6:35 AM trip is operating, but the bus appears to have a tracking problem. Other buses on the route are operating about 6-8 minutes late."
10010,Good Morning Anthony. Bus Supervisors have 25 minute delays posted on Route 66 this morning.
10011,This weekend (starting Friday at 8:30 PM) shuttle buses replace Green Line B branch service between Washington and Blandford. Allow for extra travel time. More: http://mbta.com/GLintersections
10012,"Understood. If you encounter this again, please give us the car number and we'll have it checked."
10013,"The new Wollaston Station is now open, which means commuters no longer need to take a shuttle bus to get to the Red Line or back to their cars. Shuttle bus service ends today, 8/23. Thank you for your patience during construction. http://mbta.com/wollaston"
10014,Hello Josh. Most likely it is condensation from the A/C system. Can you give us the number of the car you are on?
10015,Good Morning Sandy. We have passed this on to Orange Line Supervisors and Maintenance to look into.
10016,This weekend (starting Friday at 8:30 PM) shuttle buses replace Green Line D branch service between Reservoir and Riverside. Allow for extra travel time. More: http://mbta.com/GLDwork
10017,We did pass this on to Red Line Supervisors. In the future you can also reach out via the SeeSay App. You can read more about it here: https://www.mbta.com/transit-police/see-something-say-something
10018,Hi and thanks for reaching out. Can you tell us what the person is doing?
10019,Good Morning Grace. Can you please give the Bus Route and number you are on?
10020,"Hi Russ, at what time did this occur?"
10021,It's an older recording when we did not combine them into one. The system doesn't allow 2 messages to be scheduled at the same time so we have to schedule them a minute apart.
10022,The above was posted in error and was removed because service was not resumed at that time. Service has resumed as of this time.
10023,Regularly scheduled service has resumed.
10024,Northbound trains beginning to stand at stations. Passengers may experience 25+ minute delays
10025,Southbound Red Line trains delayed 20 minutes because of a train with an air problem outside Broadway. Some trains standing at stations.
10026,"Sorry about this, Rick. We've sent it off to supervisors to look at."
10027,"Hello, at what station did you observe this?"
10028,"Hello - a courtesy message plays in English asking passengers to step aside when a train arrives, the same message plays in Spanish 1 minute later."
10029,"Red Line signal repairs are ongoing. While most have been fixed, the work is expected to last until October. Click this link for a timeline https://www.mbta.com/projects/red-line-repair-and-recovery"
10030,"E train service has resumed, bus shuttles phased out."
10031,
10032,Regularly scheduled service has resumed
10033,Red Line trains delayed 10 minutes because of a train with a door problem at South Station north
10034,Thanks - we have crews working on this now
10035,"Hi, Laura - at what station is this?"
10036,Headed to class? Don‰Ûªt forget to pick up a Semester Pass from your college/university to get you there. Visit http://mbta.com/semester to see how to get discounted MBTA fares through your school.
10037,Regularly scheduled service has resumed
10038,Mattapan Trolley delayed 15 minutes as we remove a train with a mechanical problem from service at Ashmont
10039,"""Recharging"" is the train building its air pressure back up. Air pressure is needed to open/close doors as well as other functions. We'll pass this message along to the line."
10040,We've notified bus supervisors regarding this. Thank you for letting us know.
10041,Thank you. We're having an Official meet that train.
10042,We're having someone check that now.
10043,"Travel Alternates: From GL: Park Street to Red Line, Orange Line via Winter Street concourse From North Station to Lechmere: https://www.mbta.com/trip-planner?_utf8=%E2%9C%93&amp;plan%5Bfrom%5D=North+Station&amp;plan%5Bfrom_latitude%5D=42.365577&amp;plan%5Bfrom_longitude%5D=-71.06129&amp;plan%5Bto%5D=Lechmere&amp;plan%5Bto_latitude%5D=42.370772&amp;plan%5Bto_longitude%5D=-71.076536&amp;plan%5Btime%5D=depart&amp;plan%5Bdate_time%5D%5Bhour%5D=2&amp;plan%5Bdate_time%5D%5Bminute%5D=10&amp;plan%5Bdate_time%5D%5Bam_pm%5D=PM&amp;plan%5Bdate_time%5D%5Bmonth%5D=8&amp;plan%5Bdate_time%5D%5Bday%5D=22&amp;plan%5Bdate_time%5D%5Byear%5D=2019&amp;plan%5Bmodes%5D%5Bsubway%5D=false&amp;plan%5Bmodes%5D%5Bsubway%5D=true&amp;plan%5Bmodes%5D%5Bcommuter_rail%5D=false&amp;plan%5Bmodes%5D%5Bcommuter_rail%5D=true&amp;plan%5Bmodes%5D%5Bbus%5D=false&amp;plan%5Bmodes%5D%5Bbus%5D=true&amp;plan%5Bmodes%5D%5Bferry%5D=false&amp;plan%5Bmodes%5D%5Bferry%5D=true&amp;plan%5Boptimize_for%5D=best_route#plan_result_focus Lechmere to North Station: https://www.mbta.com/trip-planner?_utf8=%E2%9C%93&amp;plan%5Bfrom%5D=Lechmere&amp;plan%5Bfrom_latitude%5D=42.370772&amp;plan%5Bfrom_longitude%5D=-71.076536&amp;plan%5Bto%5D=North+Station&amp;plan%5Bto_latitude%5D=42.365577&amp;plan%5Bto_longitude%5D=-71.06129&amp;plan%5Btime%5D=depart&amp;plan%5Bdate_time%5D%5Bhour%5D=2&amp;plan%5Bdate_time%5D%5Bminute%5D=10&amp;plan%5Bdate_time%5D%5Bam_pm%5D=PM&amp;plan%5Bdate_time%5D%5Bmonth%5D=8&amp;plan%5Bdate_time%5D%5Bday%5D=22&amp;plan%5Bdate_time%5D%5Byear%5D=2019&amp;plan%5Bmodes%5D%5Bsubway%5D=false&amp;plan%5Bmodes%5D%5Bsubway%5D=true&amp;plan%5Bmodes%5D%5Bcommuter_rail%5D=false&amp;plan%5Bmodes%5D%5Bcommuter_rail%5D=true&amp;plan%5Bmodes%5D%5Bbus%5D=false&amp;plan%5Bmodes%5D%5Bbus%5D=true&amp;plan%5Bmodes%5D%5Bferry%5D=false&amp;plan%5Bmodes%5D%5Bferry%5D=true&amp;plan%5Boptimize_for%5D=best_route#plan_result_focus"
10044,Find bus shuttles here: North Station: Causeway & Haverhill Science Park: In front of station (to Heath St only) Lechmere: Cambridge Street busway
10045,Green Line E trains replaced by bus shuttles between North Station and Lechmere because of a power problem. View thread for shuttle locations and updates.
10046,"Thank you. We will pass this on to Bus Supervisors to investigate. Here is the policy for active duty military personnel: Military personnel in full uniform, or not in uniform showing a valid active duty military ID may ride the MBTA for free."
10047,Understood. Did you board at Wonderland or another stop?
10048,Hello and thanks for reaching out. Can you please give us the number of the Route 442 bus that you are on?
10049,Hi Jim and thanks for reaching out. We will pass this on to Blue Line Supervisors to look into.
10050,Hello and thanks for reaching out. Due to the signal issues near JFK/UMass there are still some signs that do not have prediction data available. At these stations signs may be blank or show headway information.
10051,#MBTA #GreenLine E Branch Update: Regularly scheduled service has resumed.
10052,#MBTA #GreenLine E Branch: Service suspended between Brigham Circle and Heath Street due to police department activity near Heath St. Please use the Route 39 bus as alternate service.
10053,"#MBTA #GreenLine - D Branch: Bus shuttles replace trains between Kenmore and Newton Highlands tonight, August 22, from 8:30 PM to close. More: http://MBTA.com/greenlined"
10054,Hello Eric. Red Line Supervisors have been notified and are going to check the car.
10055,Hello Sandra. Are you on a car in which the doors didn't open?
10056,Good Morning and thanks for reaching out. There is an intermittent communication problem with the signs at Green Street. Our Countdown Team is working on the issue.
10057,Hi Lisa and thanks for reaching out. We will pass this on to Fare Gate Maintenance to address.
10058,Good Morning Nicole. Wollaston Shuttle buses are being offered as a courtesy through tomorrow.
10059,#MBTA #OrangeLine: Bus shuttles replace trains between Wellington and Oak Grove from 8:15 PM to close Mondays - Thursdays through December. Allow for extra travel time. More: http://mbta.com/OLwork
10060,Good Morning and thanks for reaching out. Our Countdown Team is aware of the sign issue at Wollaston and are working to get it taken care of.
10061,Good Morning Monique. The Logan Airport shuttles are operated by @Massport . You can reach out to them at 617-561-3452.
10062,And here
10063,Here
10064,Regularly scheduled service has resumed.
10065,Orange Line trains delayed 20 minutes as we remove a train with a mechanical problem from service at Tufts MC north.
10066,Regularly scheduled service has resumed.
10067,Southbound Red Line trains standing at stations because of police activity on board a train at Broadway.
10068,"D to Riverside in 4 mins, Government Center in 1 min"
10069,D train service is proceeding with residual delays. The branch has been removed from overhead catenary. Inbound and outbound tracks are fully operational.
10070,Bus shuttles have been phased out. A Riverside-bound D train departed Kenmore <5 minutes ago and the next one to arrive is at Hynes
10071,"Hi, Alexandra - at which station and at what time did you witness individuals asked to disembark a D train? As of 15 minutes ago, service has resumed with delays on the line."
10072,B trains are ending at Park Street now
10073,B trains ending at Park Street
10074,D train service has resumed and shuttles phased out. Riverside-bound trains run on the inbound track briefly after Fenway to clear the affected area.
10075,It should be arriving in <3 mins
10076,Download @transitapp for the most up to date tracking. We'll look into it now.
10077,"Hi, Emily - do you see a number of the train that you are on?"
10078,This will last for the duration of the D line Fenway/Kenmore disruption shuttle.
10079,Thank you!
10080,Eastbound B trains extended to Government Center.
10081,"Delays exceeding 15 minutes to 30+. Westbound D trains switching to B, C. Shuttles buses have been requested will operate between Kenmore and Fenway. Please see a station employee for assistance."
10082,Green Line D trains delayed up to 15 minutes because of branches on overhead wires at Fenway. Trains may stand at or between stations.
10083,Here's the link for Red Line Repair and Recovery https://www.mbta.com/projects/red-line-repair-and-recovery
10084,We're unsure of the duration of it but work will continue overnight and on weekends during planned diversions.
10085,Ongoing construction and track work exists in that area. Trains are operating with restricted speeds.
10086,Ongoing construction and track work exists in that area. Trains are operating with restricted speeds between Ruggles and Mass Ave.
10087,At which station?
10088,"The new Wollaston Station offers complete access to all riders, fulfills operational standards, & looks great from every angle. The station reconstruction is part of the $911 million investment to enhance Red Line service and infrastructure. Learn more at: http://mbta.com/Wollaston"
10089,Sorry about your experience on the GL. Would you be willing to send us a DM and share more about your concern.
10090,"Thank you, Courtney. We're having someone look into this now."
10091,"Thank you, well notify the RL"
10092,Hello Tess. Customer Support can assist you with this. They can be reached at 617-222-3200 or online here: https://bit.ly/2jn1J5A
10093,Good Afternoon! The SL1 is the Silver Line route you would take from Logan Airport to South Station. Here is a link to the schedule: https://cdn.mbta.com/sites/default/files/route_pdfs/2019-summer/rtSilver1-3-accessible.pdf
10094,#MBTA #BlueLine Update: Regularly scheduled service has resumed.
10095,#MBTA #BlueLine: Delays of up to 10 minutes eastbound due to police action at Aquarium.
10096,Thanks for the additional information. We will pass it on to our Countdown Team.
10097,"Thank you, it does. We've passed this on to be investigated."
10098,Thank you. We see two trains around that time. Was it just before or after 11 AM?
10099,"Hello and thanks for reaching out. Can you tell us which car you were boarding at the time, lead car, second car, etc? We are passing this on to Red Line Supervisors to investigate."
10100,#MBTA #OrangeLine: Bus shuttles replace trains between Wellington and Oak Grove from 8:15 PM to close Mondays - Thursdays through December. More: http://MBTA.com/orangelinework
10101,Good Morning Laura. Can you tell us what is showing on the clocks?
10102,#MBTA #GreenLine Update: Regularly scheduled service has resumed.
10103,"Good Morning and thanks for reaching out. The data for the Countdown Clocks comes from the signal system. While we continue to make repairs, some clocks may be blank or show headway information."
10104,"Hi Jenn. Thanks for reaching out to us. What bus stop are you waiting at? Also, what direction are you heading in? Are you using @transitapp to track the Route 132?"
10105,"#MBTA #GreenLine - D Branch: Bus shuttles replace trains between Kenmore and Newton Highlands tonight, August 21, from 10:30 PM to close. More: http://MBTA.com/greenlined"
10106,Good Morning Amanda. Red Line Supervisors are aware and are going to have the car checked.
10107,Good Morning Kevin. This has been passed on to Red Line Supervisors who will have the car checked.
10108,"Another ‰Û÷first‰Ûª for the books. On Saturday, crews hoisted the first steel beams to construct a new viaduct for the #GreenLineExtension. The viaduct leads to the future Lechmere Station just north of the current terminal. http://mbta.com/GLX"
10109,#MBTA #GreenLine: Delays of up to 10 minutes westbound due to a signal problem near North Station.
10110,Good Morning. The A/C unit in the car was reset. If the car doesn't cool down it will be taken out of service.
10111,Good Morning Lexi.. Red Line Supervisors have been notified and will have the car checked.
10112,Good Morning Mitch. Red Line Supervisors have been notified and will have the car checked.
10113,Good Morning Pam. These changes will allow faster and more frequent service to passengers. You can read details about it here: https://www.mbta.com/projects/better-bus-project/455-459
10114,"Good Morning Dulie. Thanks for reaching out to us. Can you please tell us what bus stop you are waiting at? Also, what direction are you heading in?"
10115,Good Morning. The upcoming Route 455 schedule is now available on our website. Here is a link to the PDF version. https://cdn.mbta.com/sites/default/files/route_pdfs/2019-fall/rt455.pdf
10116,Hello Erica. We have passed this on to Red Line Supervisors. They will have the car checked.
10117,Good Morning and thanks for reaching out. We see the 5:45 trip is running about six minutes late this morning.
10118,Thank you. We‰Ûªll have Red Line supervisors look into this asap.
10119,Hi Grant. Thanks for bringing this to our attention. Can you confirm about what time and which direction?
10120,"On this day in 1955, the Green Line‰Ûªs Science Park Station was opened to the public. Named after the @museumofscience, the station was completely renovated in 2011. Thank you to @MBTATransitPD Safety Ambassador Eric for sharing this #MBTA history."
10121,Hi Kristof. Thank you for reporting this to us and apologies for the uncomfortable ride. We‰Ûªre sending personnel to try resetting the A/C now.
10122,"Great, thank you. We'll have this removed as soon it is safe to do so. Have a good evening!"
10123,Hi Brennan. Thanks for sharing this with us. Could you specify where at Downtown Crossing - Orange or Red Line and which platform?
10124,Hi Cassandra. Thanks for reaching out to us. We'll have an Orange Line Official look into it now.
10125,"In about 2 weeks, permanent & significant changes will go into effect for 20+ bus routes. From schedule shifts, & increased service to route eliminations & stop changes, we're making lasting improvements to bus service across the system. #BetterBusProject http://mbta.com/betterbus-sept1"
10126,Hello. Thanks for reaching out to us. We've notified Red Line Officials to look into now.
10127,Hi Rhonda. Thanks for reaching out to us. We've notified Bus Officials to address. Apologies for any inconvenience.
10128,Hello. Thanks for reaching out to us. We've notified Red Line Officials to reset the A/C in that car.
10129,Hello. Thanks for reaching out to us. We've notified Orange Line Officials to reset the A/C in that car.
10130,Hello. Thanks for reaching out to us. We've notified Red Line Officials to look into now.
10131,Hello. Thanks for reaching out to us. We've notified Red Line Officials to reset the A/C in that car.
10132,"Thank you for the clarification. We understand and have shared this feedback with supervisors for consideration. In the meantime, CharlieCards are available at Park Street Station on the weekends."
10133,Hi Matt. Apologies for missing your earlier tweet. You can pick up blank CharlieCards from select bus & subway stations on weekends. Here's a list of stations & other locations: https://www.mbta.com/fares/charliecard Please feel free to reach out to us here if you need further assistance.
10134,#MBTA #BlueLine Update: Regularly scheduled service has resumed.
10135,#MBTA #BlueLine: Delays of up to 10 minutes due to fire department activity near the tracks at Orient Heights.
10136,#MBTA #OrangeLine: Bus shuttles replace trains between Wellington and Oak Grove from 8:15 PM to close Mondays - Thursdays through December. More: http://MBTA.com/orangelinework
10137,"#MBTA #GreenLine - D Branch: Bus shuttles replace trains between Kenmore and Newton Highlands tonight, August 20, from 10:30 PM to close. More: http://MBTA.com/greenlined"
10138,"Meg, CharlieCard Support Services can look into the pass issue for you. They are available until 8 PM tonight and can be reached at 1-888-844-0355. You can also e-mail them at charliecardonline@mbta.com"
10139,Hello and thanks for reaching out. Can you please tell us more about this including the stop where this happened?
10140,Hello Joel. Red Line Supervisors have been notified and will have the car checked.
10141,Good Morning Amanda. We will pass this on to Red Line Supervisors to look into.
10142,"#MBTA #GreenLine - B Branch: Bus shuttles replace service between Blandford and Washington St. from 8:30 PM on Friday, August 23 through the end of service on Sunday, August 25. More: http://MBTA.com/glbwork"
10143,#MBTA #GreenLine: Update: Regularly scheduled service has resumed.
10144,"#GreenLine: Delays of up to 15 minutes due to disabled train with a door problem, approaching Haymarket westbound."
10145,"Inside and out, the newly opened Wollaston Station offers a modern, accessible transit experience to all users - Red Line and bus riders, drivers, cyclists, and pedestrians. http://mbta.com/Wollaston"
10146,Hi Meg. Thanks for reaching out to us. Please contact our Revenue Department at 617-222-3200 or online here: http://www.mbta.com/customer-suppo‰Û_ They will be able to assist you.
10147,"Hello. Thanks for reaching out to us, We did receive reports of this. Red Line Officials were notified to reset the A/C in that car."
10148,Hello. Thanks for reaching out to us. Did you happen to catch the car number(four digits)?
10149,Hi Kyle. Thanks for reaching out to us. Train 3891 is leaving Government Center now.
10150,Hello. Thanks for reaching out to us. We've notified Red Line Officials to reset the A/C in that car.
10151,Hi Kate. Thanks for reaching out to us. We've notified Orange Line Officials to reset the A/C in that car.
10152,"There's more to come... Another set of new Orange Line cars was delivered to the test track at Wellington this past Friday. After thorough testing, these cars will join the first new train already in service. Be on the look out this fall. http://mbta.com/OLcars"
10153,Hello. Thanks for reaching out to us. We've notified Orange Line Officials to reset the A/C in that car.
10154,Hello. Thanks for reaching out to us. We've notified Orange Line Officials to reset the A/C in that car.
10155,#MBTA #GreenLine: E Branch-Update: Regularly scheduled service has resumed.
10156,Hi Lou. Commuter Rail passengers will still be able to travel to Quincy Center using a Zone 1A ticket or valid CharlieCard. This accommodation will remain in effect for the foreseeable future.
10157,#GreenLine E branch: Delays of up to 10 minutes due to a disabled train with a mechanical problem near Science Park.
10158,Hello. Thanks for reaching out to us. We've notified Red Line Officials to reset the A/C in that car.
10159,"Good Afternoon. Can you please tell us what line you are on? If so, did you happen to get a car number(four-digits)?"
10160,Hello. Thanks for reaching out to us. We've notified Bus Officials to reset the A/C on that bus.
10161,Hello. Thanks for reaching out to us. We've notified Red Line Officials to reset the A/C in that car.
10162,#MBTA #Mattapan Line Update: Regularly scheduled service has resumed.
10163,#MBTA #Mattapan Line: Delays of up to 10 minutes due to a disabled trolley near Ashmont.
10164,Good Morning and thanks for reaching out. Orange Line Supervisors and Station Maintenance were addressing this shortly after it was received.
10165,"#MBTA #OrangeLine: Shuttle buses replace service between Back Bay and Ruggles this weekend, August 24 -25, from start to end of service. More: http://MBTA.com/orangelinework"
10166,#MBTA #OrangeLine: Bus shuttles replace trains between Wellington and Oak Grove from 8:15 PM to close Mondays - Thursdays through December. More: http://MBTA.com/orangelinework
10167,#MBTA #OrangeLine Update: Regularly scheduled service has resumed
10168,"#MBTA #GreenLine - D Branch: Bus shuttles replace trains between Kenmore and Newton Highlands tonight, August 19, from 8:30 PM to close. More: http://MBTA.com/greenlined"
10169,"Good Morning Evan. We are continuing the Wollaston Shuttle as a courtesy through the end of service this Friday, the 23rd."
10170,Hello Audrey and thanks for reaching out. We have passed this on to Red Line Supervisors to look into.
10171,#MBTA #OrangeLine: Delays of up to 10 minutes northbound due to a train with a door issue at Roxbury Crossing.
10172,#MBTA #OrangeLine Update: Regularly scheduled service has resumed.
10173,Hello and thanks for reaching out to us about this situation. We will pass it on to Bus Supervisors to investigate. If you ever feel unsafe or threatened at an MBTA stop or station please call Transit Police at 617-222-1212. They will be able to assist.
10174,#MBTA #OrangeLine: Delays of up to 10 minutes southbound due to a train with a mechanical problem near Wellington.
10175,Thank you Emily. Operators are allowed to get out their seat while assisting with doors.
10176,Hi Chris. Thanks for reaching out to us. Did the Operator step off the train onto the platform at Copley?
10177,Hello. Thanks for reaching out to us. We've notified Red Line Officials to reset the A/C in that car.
10178,#GreenLine C Branch- Update: Regularly scheduled service has resumed.
10179,Green Line C Branch: Delays of up to 15 minutes due to disabled train with a mechanical problem at Cleveland Circle
10180,Hi Lydia. Thanks for reaching out to us. Please contact our Revenue Department at 617-222-3200 or online here: http://mbta.com/customer-suppo‰Û_ They will be able to assist you.
10181,Hello. Thanks for reaching out to us. We've notified Red Line Officials to reset the A/C in that car.
10182,Hello. Thanks for reaching out to us. We've notified Red Line Officials to reset the A/C in that car.
10183,Hello. Thanks for reaching out to us. Did you happen to catch the car number(four digits)?
10184,#GreenLine D Branch- Update: Regularly scheduled service has resumed.
10185,"Hi Daniel. Unfortunately, the Route 236 is experiencing delays. An alert was posted to our website. Alert: https://www.mbta.com/schedules/236"
10186,#GreenLine D Branch: Delays of up to 15 minutes due to disabled train with a mechanical problem at Newton Centre.
10187,Thanks for the additional information. We've notified Red Line Officials to look into now.
10188,Hi Kelly. Thanks for reaching out to us. Can you please tell us what station this is at?
10189,"#MBTA #GreenLine - B Branch Reminder: Bus shuttles replace service between Blandford and Washington St. through the end of service tonight, August 18. More: http://MBTA.com/glbwork"
10190,This weekend bus shuttles replace Orange Line train service between Back Bay and Ruggles. More: http://MBTA.com/orangelinework
10191,"Hi Jared, Thanks for reaching out to us. For all @MBTA_CR commuter rail questions please reach out to our partners @MBTA_CR."
10192,"Hi Chrissy, Thanks for reaching out to us. For all @MBTA_CR commuter rail questions please reach out to our partners @MBTA_CR."
10193,"With modern visual and audio announcements, our new Orange Line cars make it that much easier for all passengers to know where they are and where they‰Ûªre headed. The new trains even warn you when the doors are opening or closing. Learn more at: http://mbta.com/OLcars"
10194,Hi Andrew. Thanks for reaching out to us. We've notified Orange Line Officials to look into now.
10195,Hello. Thanks for reaching out to us. We've notified Red Line Officials to reset the A/C in that car.
10196,Hello. Thanks for reaching out to us. We've notified Red Line Officials to reset the A/C in that car.
10197,Hello. Thanks for reaching out to us. We've notified Orange Line Officials to reset the A/C in that car.
10198,#GreenLine B Branch Shuttle - Update: Regularly scheduled service has resumed.
10199,Hello. Thanks for reaching out to us. We've notified Orange Line Officials to reset the A/C in that car.
10200,#GreenLine B branch shuttle experiencing delays of up to 15 minutes due to a crane blocking the open lane on Commonwealth Ave.
10201,"Good Morning Ethan. Thanks for reaching out to us. Unfortunately, the Route 9 is experiencing delays. An alert was posted to our website. Alert: https://www.mbta.com/schedules/9"
